Album,Song,Lyrics
Keith Urban,I Thought You Knew,"I thought You knew, guess I assumed to much
I don't know how, but now we're so far out of touch
And I never planned, to so miss understand
But what you needed, you never asked me to give
And I swear as I live...
I thought you knew my heart was yours
And that we were so together
That we, would always be
I don't believe, you leavin' me is the answer
I'm not askin' you to let me rush back in and fail again
I'm askin' for one chance, not to assume
So I can say and do all the things I thought you knew
So far we're still so far
From where we know we should be
I'm searching for words
And you haven't heard
I thought you knew my heart was yours
And that we were so together
That we, would always be
I don't believe, you leavin' me is the answer
I'm not askin' you to let me rush back in and fail again
I'm askin' for one chance, not to assume
So I can say and do all the things I thought you knew
I thought you knew
Oh god I thought you knew!"
Golden Road,Somebody Like You,"There's a new wind blowin' like I've never known.
I'm breathin' deeper than I've ever done.
And it sure feels good, to finally feel the way I do.
I wanna love somebody,
Love somebody like you.
An' I'm lettin' go of all my lonely yesterdays.
I've forgiven myself for the mistakes I've made.
Now there's just one thing, the only thing I wanna do, mmm, mmm.
I wanna love somebody,
Love somebody like you.
Yeah, I wanna feel the sunshine,
Shinin' down on me and you.
When you put your arms around me,
You let me know there's nothing in this world I can't do.
I used to run in circles goin' no-where fast.
I'd take, uh, one step forward end up two steps back.
Couldn't walk a straight line even if I wanted to, mmm, mmm.
I wanna love somebody,
Love somebody like you.
Whoa here we go now!
Yeah, I wanna feel the sunshine,
Shinin' down on me and you.
When you put your arms around me,
Well, baby there ain't nothing in this world I can't do.
Sometimes it's hard for me to understand,
But you're teachin' me to be a better man.
I don't want to take this life for granted like I used to do, no, no.
I wanna love somebody,
Love somebody like you.
I'm ready to love somebody,
Love somebody like you. Oooh.
An' I wanna love somebody,
Love somebody like you, yeah.
Oh yeah.
Oh, I wanna be the man in the middle of the night,
Shinin' like it's true.
I wanna be the man that you run to whenever I call on you
When everything that loved someone finally found it's way
Wanna be a better man
I see it in you yeah..."
Golden Road,Who Wouldn't Wanna Be Me,"I got no money in my pockets
I got a hole in my jeans
I had a job and I lost it
But it won't get to me
'Cause I'm ridin' with my baby
and it's a brand new day
We're on the wheels of an angel
Flyin' away
And the sun is shinin'
This road keeps windin'
Through the prettiest country
From Georgia to Tennessee
And I got the one I love beside me
My troubles behind me
I'm alive and I'm free
Who wouldn't wanna be me
Now she's strummin' on my six-string
Across her pretty knees
She's stompin' out a rhythm
And singin' to me the sweetest song
The sun is shinin'
And this road keeps windin'
Through the prettiest country
From Georgia to Tennessee
And I got the one I love beside me
My troubles behind me
I'm alive and I'm free
Who wouldn't wanna be me
The sun is shinin'
And this road's still windin'
Through the prettiest country
From Georgia to Tennessee
And I got the one I love beside me
My troubles behind me
I'm alive and I'm free
Who wouldn't wanna be me
I got no money in my pockets
I got a hole in my jeans
We're on the wheels of an angel
And I'm free
She's strummin' on my six-string
It's across her pretty knees
She's stompin' out a rhythm
And she's singin' to me"
Golden Road,Whenever I Run,"I've seen that darkness on the edge of town
The sun come up and the rain fall down
And I've been a fool, yeah I've been around
And when the world got too much for me 
I took off and left a memory
Thinking I'd find something better for me somehow
Oh but now
Whenever I run
Instead of running into the blue
I follow my heart
And there in your arms
Is where I find the love I need
And the best is yet to come
Baby you're the one I run to
I used to quit when it got too tough
Throw in my cards when I was down on my luck
But baby you mean too much to me
So now
Whenever I run
Instead of running into the blue
I follow my heart
And there in your arms
Is where I find the love I need
And the best is yet to come
Baby you're the one I run to
I never could stay in one place too long
I never could stand that still
Ah but you changed so much in me
And now I know I will
I'm gonna stay where the love is right
I'm so tired of being a bird in flight
Good love takes work
Ah but that's alright
That's alright
Whenever I run
Instead of running into the blue
I follow my heart
And there in your arms
Is where I find the love I need
And the best is yet to come
You're the only one
Instead of running into the blue 
I follow my heart
And there in your arms
That's where I find the love I need
And the best is yet to come
Baby you're the one I run to
The one I run to
The one I run to"
Golden Road,What About Me,"I'm livin' in a world that won't stop pullin' on me
I'm not complaining but it's true
It's like I owe my time to everyone else
'Cause that's all I seem to do
You might not notice but I need a good friend
Someone to talk to when I'm down, down, down
There's so much on my mind that I want to get out
But there's no one around
Sometimes I can't help thinkin' what about me
Some days go by that I don't even see
Yeah I'm doing everything right and I can't break free
Oh is this the way it's always gonna be
What about me
Well I'm dreamin' I'm on a highway with the windows down
I'm burnin' up the road at my own speed
But I'm stuck here goin' nowhere in this traffic jam
And there's a woman with her kids in the car next to me
And I swear she's singin'
Sometimes I can't help thinkin' what about me
Some days go by that I don't even see
Yeah I'm doing everything right and I can't break free
Is this the way it's always gonna be
Hey, what about me
Oh, sometimes I can't help thinkin' what about me
Some days go by that I don't even see
I'm doing everything right and I can't break free
Oh is this the way it's always gonna be
What about me
Ooo what about me
Hey what about me"
Golden Road,You'll Think Of Me,"I woke up early this morning around 4am
With the moon shining bright as headlights on the interstate
I pulled the covers over my head and tried to catch some sleep
But thoughts of us kept keeping me awake
Ever since you found yourself in someone else's arms
I've been tryin' my best to get along
But that's OK
There's nothing left to say, but
Take your records, take your freedom
Take your memories, I don't need'em
Take your space and take your reasons
But you'll think of me
And take your cap and leave my sweater
'Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me, you'll think of me
I went out driving trying to clear my head
I tried to sweep out all the ruins that my emotions left
I guess I'm feeling just a little tired of this
And all the baggage that seems to still exist
It seems the only blessing I have left to my name
Is not knowing what we could have been
What we should have been
So
Take your records, take your freedom
Take your memories, I don't need'em
Take your space and take your reasons
But you'll think of me
And take your cap and leave my sweater
'Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me
Someday I'm gonna run across your mind
Don't worry, I'll be fine
I'm gonna be alright
While you're sleeping with your pride
Wishing I could hold you tight
I'll be over you
And on with my life
So take your records, take your freedom
Take your memories, I don't need'em
And take your cap and leave my sweater
'Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me
So take your records, take your freedom
Take your memories, I don't need'em
Take your space and all your reasons
But you'll think of me
And take your cap and leave my sweater
'Cause we got nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me, you'll think of me, yeah
And you're gonna think of me
Oh someday baby, someday"
Golden Road,Jeans On,"When I wake up in the mornin' light
I pull on my jeans and I feel all right
I pull my blue jeans on, I pull my old blue jeans on
I pull my blue jeans on, I pull my old blue jeans on
It's the weekend, and I know that you're free
So pull on your jeans and come on out with me
Oh 'cause I need to have you near me,
I need to feel you close to me
I need to have you near me, I need to feel you close to me
You and me, we'll go motorbike ridin' in the sun 
And the wind and the rain
I got money in my pocket, I got a tiger in my tank
And I'm king of the road again
I'll meet ya in the usual place
You don't need a thing except your pretty face, alright
I pull my blue jeans on, I pull my old blue jeans on
I pull my blue jeans on, I pull my old blue jeans on
Aw, here we go mama
You and me, we'll go motorbike ridin' in the sun 
And the wind and the rain
I got money in my pocket, I got a tiger in my tank
And I'm king of the road again
When I wake up in the mornin' light
I pull on my jeans and I feel all right
Hey I pull my blue jeans on, I pull my old blue jeans on
I pull my blue jeans on, I pull my old blue jeans on
I pull my blue jeans on, I pull my old blue jeans on
I pull my blue jeans on, I pull my old blue jeans on"
Golden Road,You Look Good In My Shirt,"When you walked up behind me and covered my eyes 
And whispered in my ear, guess who
I rattled off names like I really didn't know
But all along I knew it was you
And, the longer we talked, the more we laughed
And wondered why we didn't last 
It had been a long time, but later last night
Baby, we caught up real fast
And maybe it's a little too early
To know if this is gonna work
All I know is you're sure looking
Good in my shirt
That's right
You look good in my shirt
Well now I'm not saying that we solved overnight
Every way that we went wrong
Oh, but what I'm seeing I'd sure love seeing
Every morning from now on
And maybe it's a little too early
To know if this is gonna work
All I know is you're sure looking
Good in my shirt
C'mon now
Aww that's right
Oh you look so fine
And maybe it's a little too early
To know if this is gonna work
All I know is you're sure looking
Good in my shirt 
And maybe it's a little too early
To know if this is gonna work
All I know is you're sure looking
Good in my shirt
You look good in my shirt
You look good in my shirt"
Golden Road,You're Not Alone Tonight,"We all drink to forget 
Some of us more than most
When reality gets too real
And the fires of hell to close
But I'm here to let you know that 
That you can make it through
If you believe that someone is watchin' over you
And call it an angel
Call it a muse
And call it karma that you've got comin' to you
What's the difference
What's in name
What matters most is never ever losin' faith
'Cause it's gonna be alright
You're not alone tonight
We all have our days
When nothing goes as planned
Not a soul in the world
Seems to understand
And for someone to talk to 
You'd give anything
Well go on and cry out loud
'Cause someone's listenin'
Yeah, and call it an angel
Call it a muse
And call it karma that you've got comin' to you
What's the difference
What's in name
What matters most is never ever losin' faith
'Cause it's gonna be alright
You're not alone tonight
Keep your faith alive 
You're not the only one
Yeah, and call it an angel
Call it a muse
Call it karma that you've got comin' to you
What's the difference
What's in name
What matters most is never ever losin' faith
Yeah, you're gonna be alright
You're not alone tonight
Oh you can cry if you want to, go on"
Golden Road,You Won,"There was a world outside my door
I wasn't in touch with anymore
There was a way I used to feel
I knew what was and wasn't real
You built a bridge, I tore it down
I felt safe on shaky ground
And I was a master of despair
Making believe I didn't care
I shouldn't be standing here today
After all the crazy things I've done
I'm ready to fall and that's OK
I ran as far as I could run
You won
Out of a world turned upside down
It took some time to come around
Out of a dream you made me whole
Yes you did
You lit a fire down in my soul
I shouldn't be standing here today
After all the crazy things I've done
I'm ready to fall and that's OK
I ran as far as I could run
You won
I shouldn't be standing here today
After all the crazy things I've done
I'm ready to fall and that's OK
I ran as far as I could run
You won
And you won
I'm ready to fall
I thought I knew what I was doing
I thought I was in control
I thought nobody could slow me down
But what did I know
I was just a kid, a motherless child
No one to watch over me I was runnin' wild
Free of all responsibility 'til my life
And my love for myself caught up with me
Yeah, it caught up with me
And now I'm (ready to fall), yes I am
So ready"
Golden Road,Song For Dad,"Lately I've been noticing
I say the same things he used to say
And I even find myself acting the very same way
I tap my fingers on the table
To the rhythm in my soul
And I jingle the car keys 
When I'm ready to go
When I look in the mirror
He's right there in my eyes
Starin' back at me and I realize
The older I get
The more I can see
How much he loved my mother and my brother and me
And he did the best that he could
And I only hope when I have my own family
That everyday I see
A little more of my father in me
There were times I thought he was bein'
Just a little bit hard on me
But now I understand he was makin' me 
Become the man he knew that I could be
In everything he ever did
He always did with love
And I'm proud today to say I'm his son
When somebody says I hope I get to meet your dad
I just smile and say you already have
The older I get
The more I can see
How much he loved my mother and my brother and me
And he did the best that he could
And I only hope when I have my own family
That everyday I see
A little more of my father in me
He's in my eyes
My heart, my soul
My hands, my pride
And when I feel alone
And I think I can't go on
I hear him sayin' ""Son you'll be alright""
Everything's gonna be alright""
Yes it is
The older I get
The more I can see
That he loved my mother and my brother and me
And he did the best that he could
And I only hope when I have my own family
That everyday I see
Oh I hope I see
I hope everyday I see
A little more of my father in me
A little more of my father in me
I hope everyday I see in me
In me
In me
I hope everyday I see
A little more of my father in me
"
Golden Road,Raining On Sunday,"It ticks just like a Timex
It never lets up on you 
Who said life was easy
The job is never through
It'll run us 'til we're ragged
It'll harden our hearts
And love could use a day of rest
Before we both start falling apart
Pray that it's raining on Sunday
Stormin' like crazy
We'll hide under the covers all afternoon
Baby whatever comes Monday
Can take care of itself
'Cause we got better things that we could do
When it's raining on Sunday
Your love is like religion
A cross in Mexico
And your kiss is like the innocence 
Of a prayer nailed to a door
Oh surrender in much sweeter
When we both let it go
Let the water wash our bodies clean
And love wash our souls
Pray that it's raining on Sunday
Stormin' like crazy
We'll hide under the covers all afternoon
Baby whatever comes Monday
Can take care of itself
'Cause we got better things that we could do
When it's raining on Sunday
Pray that it's raining on Sunday
Stormin' like crazy
We'll hide under the covers all afternoon
Baby whatever comes Monday
Can take care of itself
'Cause we got better things that we could do
When it's raining on Sunday
When it's raining on Sunday
When it's raining on Sunday
Let it rain"
Golden Road,You're Not My God,"It's just a piece of paper, it says, ""In God We Trust""
A little sure felt good
But a lot was not enough
And everybody loved me when I was on a roll
And I thought I had everything
When I held the gold
But you're not my god
And you're not my friend
You're not the one that I will walk with in the end
You're not the truth
You're a temporary shot
You ruin people's lives and you don't give a second thought
You're not my god
Little white lines on a mirror
Cut neatly in a roll
Medicine that kept me from lookin' in my soul
I thought you were the answer
To all of my despair
And you almost had me six feet down
But I'm still breathin' air
'Cause you're not my god
And you're not my friend
You're not the one that I will walk with in the end
You're not the truth
You're a temporary shot
You ruin people's lives and you don't give a second thought
You're not my god
From the cradle to the grave
Temptations all around
But no matter how good the fix
It's gonna take you down
Now some call it a weakness
Some call it a sin
But it's all the same behind each game
I see your evil grin
But you're not my god
And you're not my friend
You're not the one that I will walk with in the end
You're not the truth
You're a temporary shot
You ruin people's lives and you don't give a second thought
Whoa, you're not my god
And you're not my friend
You're not the one that I will walk with in the end
You're not the truth
You're a temporary shot
You ruin people's lives and you don't give a second thought
You're not my god
You're not my god
Oh oh oh you're not my god
You're not my god
Mmmmm not my god
Not my god
You're not, you're not, you're not my god
No you're not"
Be Here,Days Go By,"I'm changing lanes
I'm talking on the phone
I'm drivin' way to fast
And the interstate's jammed with
Gunners like me afraid of coming in last
But somewhere in the race we run
We're coming undone
Days go by
I can feel 'em flying
Like a hand out the window in the wind as the cars go by
It's all we've been given
So you better start livin' right now
'Cause days go by
Out on the roof just the other night
I watched the world flash by
Headlights, taillights running through a river of neon signs
But somewhere in the rush I felt
We're losing ourselves
Days go by
I can feel 'em flying
Like a hand out the window in the wind as the cars go by
It's all we've been given
So you better start livin' right now
'Cause days go by
We think about tomorrow then it slips away
We talk about forever but we've only got today
And the days go by
I can feel 'em flying
Like a hand out the window
As the cars go by
It's all we've been given
So you better start livin'
You better start livin'
Better start livin' right now
Cause days go by
I can feel like 'em flying
Like a hand out the window in the wind as the cars go by
It's all we've been given
So you better start livin' right now
Cause days go by
These days go by
So take 'em by the hand
They're yours and mine
Take 'em by the hand
And live your life
Take 'em by the hand
Don't let 'em all fly by
Come on, Come on now
Don't you know the days go by"
Be Here,Better Life,"Friday night and the moon is high
I'm wide-awake just watchin' you sleep
And I promise you you're gonna have
More than just the things that you need
We ain't got much now, We're just startin' out
But I know somehow paradise is comin'
[Chorus:]
Someday baby, You and I are gonna be the ones
Good luck's gonna shine
Someday baby you and I are gonna be the ones
So hold on
We're headed for a better life
Oh now there's a place for you and me
Where we can dream as big as the sky
I know it's hard to see it now
But baby someday we're gonna fly
This road we're on, you know it might be long
But my faith is strong
It's all that really matters
[REPEAT CHORUS]
So hold on, hold on
C'mon baby, hold on
Yeah, we're gonna have it all
And ooh
[REPEAT CHORUS TWICE]
Oh, a better life
Hey we're gonna leave this all behind us baby, wait and see
We're headed for a better life, you and me
We're gonna break the chains that bind and, finally we'll be free
We're gonna be the ones that have it all, you and me
Just hold on tight now baby"
Be Here,Making Memories Of Us,"I'm gonna be here for you baby
I'll be a man of my word
Speak the language in a voice that you have never heard
I wanna sleep with you forever
And I wanna die in your arms
In a cabin by a meadow where the wild bees swarm
And I'm gonna love you like nobody loves you
And I'll earn your trust making memories of us
I wanna honor your mother
I wanna learn from your pa
I wanna steal your attention like a bad outlaw
I wanna stand out in a crowd for you
A man among men
I wanna make your world better than it's ever been
And I'm gonna love you like nobody loves you
And I'll earn your trust making memories of us
We'll follow the rainbow
Wherever the four winds blow
And there'll be a new day
Comin' your way
I'm gonna be here for you from now on
This you know somehow
You've been stretched to the limits but it's alright now
[Album version:] And I'm gonna make you a promise
[Music video version:] And I'm gonna make you this promise
If there's life after this
I'm gonna be there to meet you with a warm, wet kiss
And I'm gonna love you like nobody loves you
And I'll earn your trust making memories of us
I'm gonna love you like nobody loves you
And I'll win your trust making memories of us"
Be Here,God's Been Good To Me,"Well I can't believe I'm sittin' here today
Picking on my banjo with a big smile on my face
Writin' new words to an old school melody
Hey there ain't no doubt that God's been good to me
Oh the sun is shinin' on down in Tennessee
And right now where I'm right where I wanna be
I've never felt so loved, so peaceful and so free
Hey there ain't no doubt that God's been good to me
[Chorus:]
'Cause he put me smack dab in the middle of Paradise
In the heart of the city where my dreams have come alive
And everything I have, and everything I see
Is just another reminder that God's been good to me
This golden road's been long
And sometimes I've lost my way
I've been down some darkened detours
Leanin' heavy on my faith
But where the devil had me chained
Lord your love done set me free
Hallelujah! God's been good to me"
Be Here,The Hard Way,"You've got your own way of looking at it baby
I guess that proves that I got mine
Seems like our hearts are set on automatic
We say the first thing that comes to mind
It's just who we are baby, we've come too far to start over now
I know what you're thinkin' ; I'm not always easy to be around
[Chorus:]
But I do love you
You keep me believin' that you love me too
And I know it's true
This love drives us crazy but nobody's walkin' away
So, I guess we'll to do it the hard way
If I had a genie in a bottle
Three wishes I could wish for us
I wish we'd live forever and get along together
Turn these tempers into trust
[REPEAT CHORUS]
Do it the hard way
It's just who we are baby, we've come to far to start over now
Believe me tonight love's the one thing in life we can't live without
[REPEAT CHORUS]
Do it the hard way
The hard way"
Be Here,You're my Better Half,"Car door slams, it's been a long day at work
I'm out on the freeway and I'm wondering if it's all worth
The price that I pay, sometimes it doesn't seem fair
I pull into the drive and you're standing there
And you look at me
And give me that come-here-baby smile
It's all gonna be alright
You take my hand
You pull me close and you hold me tight
[Chorus:]
It's the sweet love that you give to me
That makes me believe we can make it through anything
'Cause when it all comes down
And I'm feeling like I'll never last
I just lean on you 'cause baby
You're my better half
They say behind every man is a good woman
But I think that's a lie
'Cause when it comes to you I'd rather have you by my side
You don't know how much I count on you to help me
When I've given everything I got and I just feel like giving in
And you look at me
And give me that come-here-baby smile
It's all gonna be alright
You take my hand
Yeah you pull me close and you hold me tight
[REPEAT CHORUS]
Well, you take my hand
Yeah you pull me close and I understand
It's the sweet love that you give to me
That makes me believe that we can make it through anything
Oh baby, it's the sweet love that you give to me
That makes me believe we can make it through anything
'Cause when it all comes down
And I'm feeling like I'll never last
I just lean on you 'cause baby
You're my better half
Oh, oh baby you're my better half
Ooh, hey baby you're my better half"
